1,1,1
6,2,1
7,3,1
8,4,1
9,5,1
10,6,4
11,7,4
12,8,4
13,9,4
14,10,4
15,11,10
16,12,10
17,13,10
18,14,10
19,15,10
20,16,10
21,16,11
22,16,15
23,17,11
24,18,11
25,19,11
26,20,11
